comfort,mental_health_pre,mental_health_since,wellbeing_since,gender,age,partner,species,loneliness_pre,loneliness_since
27,22,23,14,male,55_64,living_partner,cat,3,3
48,21,20,19,female,65_70,living_partner,dog,8,8
48,22,23,16,female,45_54,living_partner,horse,5,5
48,17,22,19,female,45_54,living_partner,dog,7,5
47,20,21,11,female,45_54,living_partner,dog,3,4
48,21,19,23,female,55_64,living_partner,dog,4,9
43,20,19,18,male,25_34,living_partner,dog,3,6
12,21,20,20,female,70_over,living_partner,dog,3,5
48,20,22,19,female,45_54,living_partner,dog,4,6
48,20,24,16,female,35_44,living_partner,cat,3,5
45,19,19,22,female,45_54,living_partner,dog,3,3
43,20,24,23,female,70_over,not_living_partner,cat,6,6
41,22,23,19,male,35_44,not_living_partner,dog,9,8
33,20,18,24,female,55_64,not_living_partner,dog,3,5
39,22,22,15,female,45_54,living_partner,dog,6,5
38,21,23,12,female,35_44,living_partner,cat,3,3
42,20,20,11,male,55_64,living_partner,dog,3,4
36,24,21,25,female,65_70,living_partner,dog,6,6
44,19,20,17,female,25_34,not_living_partner,dog,6,6
48,23,18,21,female,70_over,not_living_partner,dog,5,5
46,21,17,24,another,45_54,living_partner,dog,9,9
48,21,20,18,female,35_44,not_living_partner,dog,6,9
48,23,20,14,female,55_64,not_living_partner,horse,3,3
48,21,24,21,female,55_64,living_partner,dog,3,3
33,19,18,17,female,45_54,living_partner,dog,6,4
36,20,19,17,female,55_64,not_living_partner,dog,6,6
48,20,20,10,female,55_64,not_living_partner,cat,3,3
30,20,21,19,female,45_54,living_partner,dog,3,3
48,24,20,21,female,35_44,living_partner,dog,4,4
48,24,24,20,female,35_44,living_partner,dog,3,3
48,22,21,21,female,25_34,living_partner,dog,4,5
42,21,23,20,female,45_54,living_partner,dog,5,9
12,20,20,8,female,45_54,living_partner,cat,3,3
41,21,21,17,female,55_64,not_living_partner,dog,8,4
48,13,14,13,female,45_54,living_partner,dog,5,3
48,20,19,13,female,55_64,living_partner,dog,3,6
48,18,16,20,female,25_34,not_living_partner,cat,4,9
48,20,21,15,male,25_34,living_partner,cat,3,3
34,20,18,23,female,55_64,living_partner,dog,6,6
38,19,18,21,female,45_54,living_partner,cat,7,4
45,18,21,14,female,25_34,living_partner,cat,3,4
48,21,19,14,female,45_54,not_living_partner,dog,3,3
27,21,18,21,female,45_54,not_living_partner,small,3,6
46,20,20,9,female,45_54,not_living_partner,dog,3,4
45,17,23,24,female,25_34,living_partner,dog,6,3
46,20,20,18,female,45_54,not_living_partner,cat,3,3
35,20,18,23,female,45_54,living_partner,cat,3,3
30,23,21,13,male,45_54,living_partner,dog,3,4
42,22,21,19,male,25_34,living_partner,dog,3,3
44,19,20,24,female,25_34,living_partner,cat,4,7
48,21,17,19,female,45_54,living_partner,dog,6,6
48,18,18,25,female,25_34,living_partner,dog,6,7
45,24,21,18,female,25_34,living_partner,dog,3,4
42,25,23,17,female,55_64,living_partner,dog,6,3
41,18,17,18,female,35_44,not_living_partner,cat,8,8
44,12,16,29,female,25_34,not_living_partner,dog,6,7
38,20,22,18,female,55_64,not_living_partner,dog,6,8
48,22,23,16,female,70_over,not_living_partner,cat,7,7
41,19,21,22,female,55_64,living_partner,cat,3,6
48,17,17,21,female,25_34,living_partner,dog,6,3
48,22,20,13,female,25_34,living_partner,dog,3,3
37,15,14,26,male,18_24,not_living_partner,cat,4,9
44,20,19,18,female,18_24,not_living_partner,dog,4,7
48,22,21,14,female,25_34,living_partner,dog,3,4
47,23,21,22,male,70_over,living_partner,dog,3,9
42,21,20,19,female,25_34,living_partner,dog,3,6
38,23,24,17,female,35_44,living_partner,horse,3,3
45,17,19,11,female,25_34,living_partner,small,3,3
44,20,19,11,male,65_70,living_partner,dog,3,3
48,20,14,23,female,25_34,living_partner,small,3,7
48,20,21,21,female,70_over,living_partner,dog,3,5
38,21,25,18,male,35_44,living_partner,dog,3,3
42,22,21,18,female,55_64,not_living_partner,dog,4,8
45,16,18,17,male,25_34,living_partner,cat,6,6
46,20,20,16,female,25_34,living_partner,dog,4,8
46,19,18,20,female,25_34,living_partner,cat,6,6
48,20,20,20,female,55_64,not_living_partner,dog,4,8
48,17,16,20,female,35_44,living_partner,dog,3,3
48,21,21,13,female,45_54,not_living_partner,dog,3,6
38,20,21,14,female,25_34,not_living_partner,dog,3,4
38,20,20,15,female,25_34,living_partner,small,6,7
48,20,20,14,female,35_44,living_partner,dog,3,3
47,20,18,18,male,35_44,living_partner,dog,5,5
48,16,16,24,female,25_34,living_partner,cat,7,6
29,20,22,18,female,45_54,living_partner,cat,5,5
48,22,22,17,female,45_54,not_living_partner,dog,3,6
48,20,19,18,female,55_64,not_living_partner,dog,3,8
47,21,19,21,male,55_64,not_living_partner,dog,3,6
48,20,22,15,female,25_34,living_partner,cat,6,6
47,21,18,27,female,35_44,not_living_partner,cat,6,9
38,23,23,20,male,55_64,living_partner,dog,5,6
48,18,16,23,female,45_54,living_partner,dog,6,5
35,21,22,19,female,45_54,living_partner,cat,6,6
46,20,19,21,female,35_44,living_partner,cat,6,6
44,26,25,22,female,70_over,living_partner,dog,8,8
47,23,23,15,female,25_34,living_partner,dog,5,6
41,21,21,17,female,70_over,not_living_partner,dog,6,5
45,20,22,15,female,65_70,living_partner,dog,5,4
48,23,23,20,female,35_44,living_partner,small,3,4
44,25,21,19,female,55_64,not_living_partner,cat,4,8
48,20,18,19,female,25_34,living_partner,dog,4,6
48,20,17,24,female,35_44,living_partner,dog,4,4
42,19,20,11,male,55_64,living_partner,dog,6,5
42,20,22,15,male,25_34,living_partner,dog,5,6
43,18,18,18,male,55_64,living_partner,dog,3,3
36,20,20,18,female,65_70,living_partner,cat,3,6
48,19,18,16,female,25_34,living_partner,cat,5,5
48,20,20,18,female,35_44,not_living_partner,dog,4,4
48,16,15,17,another,18_24,living_partner,small,4,6
48,18,18,21,female,25_34,not_living_partner,dog,7,8
43,24,19,16,male,25_34,living_partner,dog,5,3
47,21,19,20,female,25_34,not_living_partner,dog,3,6
31,19,20,24,male,35_44,living_partner,dog,8,8
48,20,19,21,female,18_24,not_living_partner,dog,3,5
48,23,24,20,female,55_64,not_living_partner,dog,6,5
44,22,21,21,female,25_34,living_partner,dog,6,6
48,18,18,19,female,18_24,not_living_partner,cat,4,7
46,19,16,26,female,25_34,living_partner,cat,4,5
44,17,21,22,female,65_70,not_living_partner,dog,3,9
47,18,21,16,female,18_24,not_living_partner,dog,6,6
41,22,23,15,female,70_over,living_partner,dog,3,5
47,22,22,17,female,25_34,not_living_partner,dog,5,4
44,23,23,15,female,45_54,living_partner,cat,3,4
47,18,19,22,male,35_44,not_living_partner,cat,4,7
43,21,22,24,female,35_44,living_partner,dog,3,5
48,19,19,23,female,25_34,living_partner,dog,3,3
43,22,23,21,male,65_70,living_partner,dog,4,7
48,20,20,24,female,45_54,not_living_partner,cat,6,7
48,23,19,22,female,35_44,living_partner,dog,5,5
42,25,22,23,female,25_34,not_living_partner,cat,5,7
12,20,20,11,female,25_34,living_partner,dog,3,3
29,25,22,20,female,55_64,living_partner,small,3,7
45,22,21,14,female,35_44,living_partner,dog,4,3
38,22,22,11,female,55_64,living_partner,dog,4,3
48,20,21,14,female,25_34,living_partner,cat,4,3
40,25,22,19,female,35_44,living_partner,other,6,3
47,21,20,19,female,25_34,not_living_partner,dog,4,5
48,22,20,12,female,55_64,not_living_partner,dog,3,3
19,21,21,15,male,70_over,not_living_partner,dog,3,3
46,20,19,18,female,45_54,not_living_partner,dog,6,6
43,22,21,15,male,35_44,not_living_partner,cat,5,3
48,22,24,19,female,70_over,not_living_partner,dog,3,3
48,19,19,13,female,25_34,living_partner,dog,3,4
46,21,20,21,female,65_70,not_living_partner,cat,3,4
39,18,18,18,male,45_54,not_living_partner,dog,7,7
38,19,17,19,female,18_24,living_partner,small,4,6
48,17,21,19,female,45_54,living_partner,dog,3,5
32,21,22,16,male,45_54,living_partner,cat,3,3
44,21,22,15,male,45_54,living_partner,dog,4,3
41,20,21,16,female,25_34,not_living_partner,cat,5,6
46,23,23,19,female,70_over,living_partner,cat,3,6
48,19,19,17,female,18_24,not_living_partner,dog,5,4
12,19,19,17,female,55_64,living_partner,dog,4,3
48,20,20,17,female,45_54,living_partner,dog,3,3
45,20,22,10,female,65_70,living_partner,dog,3,5
47,21,21,21,male,25_34,living_partner,cat,3,4
48,21,22,22,female,65_70,living_partner,dog,3,8
47,18,18,21,female,35_44,not_living_partner,dog,7,9
48,18,19,13,female,35_44,living_partner,cat,3,3
47,18,16,21,male,25_34,living_partner,cat,6,5
39,22,22,17,female,25_34,living_partner,cat,3,3
48,21,21,20,female,45_54,living_partner,cat,3,4
48,18,19,19,female,45_54,living_partner,dog,3,3
48,19,15,21,male,25_34,not_living_partner,dog,9,9
33,25,25,17,male,35_44,living_partner,dog,3,3
48,23,22,20,male,45_54,living_partner,dog,6,6
48,23,23,16,female,45_54,living_partner,cat,3,5
48,18,17,24,another,25_34,living_partner,cat,6,6
42,15,21,15,female,55_64,not_living_partner,cat,6,6
38,23,18,16,female,25_34,living_partner,dog,4,3
48,20,23,19,male,45_54,living_partner,dog,3,3
47,24,22,19,female,25_34,living_partner,cat,4,5
48,20,17,28,another,45_54,living_partner,dog,6,6
48,22,24,22,female,35_44,living_partner,dog,4,3
48,16,17,21,female,25_34,living_partner,cat,5,6
48,22,22,7,female,45_54,living_partner,dog,4,4
48,18,19,21,female,55_64,not_living_partner,dog,3,5
44,22,19,13,female,70_over,not_living_partner,dog,4,6
47,20,20,7,male,55_64,living_partner,dog,3,3
38,24,21,19,female,45_54,living_partner,dog,4,4
12,19,22,15,male,35_44,not_living_partner,small,3,3
40,21,21,13,male,55_64,living_partner,dog,3,4
35,23,21,17,female,25_34,not_living_partner,dog,3,5
36,25,24,23,female,55_64,living_partner,dog,3,3
41,22,19,22,another,25_34,not_living_partner,small,6,8
47,18,18,21,female,35_44,not_living_partner,dog,6,7
48,17,17,29,female,70_over,not_living_partner,dog,6,8
38,22,22,11,female,65_70,not_living_partner,horse,6,6
42,25,24,14,female,55_64,not_living_partner,cat,4,4
12,20,20,22,male,65_70,living_partner,dog,8,6
37,19,19,20,female,55_64,not_living_partner,dog,6,9
48,20,19,16,female,55_64,not_living_partner,cat,5,3
46,20,17,28,female,55_64,not_living_partner,dog,8,9
37,20,20,24,female,45_54,living_partner,cat,3,3
48,26,22,23,female,55_64,living_partner,dog,6,6
39,22,22,12,female,55_64,living_partner,dog,3,3
48,19,19,24,female,65_70,not_living_partner,cat,6,7
42,20,22,14,female,70_over,living_partner,dog,3,3
48,21,22,18,female,45_54,not_living_partner,cat,4,7
48,15,21,22,female,55_64,not_living_partner,dog,3,3
46,21,21,21,female,55_64,living_partner,cat,3,4
12,16,17,21,female,25_34,living_partner,cat,9,9
42,20,25,18,female,70_over,not_living_partner,cat,5,6
48,22,22,23,female,55_64,living_partner,cat,3,3
47,21,21,19,female,55_64,not_living_partner,dog,3,3
48,24,23,23,female,55_64,not_living_partner,cat,3,3
48,17,20,19,female,55_64,living_partner,dog,3,4
48,17,18,20,female,18_24,living_partner,cat,6,3
38,24,20,15,female,55_64,living_partner,cat,3,4
43,22,22,15,female,55_64,not_living_partner,cat,3,5
48,22,21,22,female,45_54,living_partner,dog,3,4
41,21,19,19,female,45_54,not_living_partner,cat,6,6
44,21,21,14,female,55_64,living_partner,cat,3,6
44,23,20,18,female,45_54,living_partner,dog,4,5
46,22,21,20,female,55_64,living_partner,dog,8,8
48,21,22,18,female,55_64,not_living_partner,dog,4,5
37,18,20,22,female,45_54,not_living_partner,cat,9,6
46,17,19,26,female,45_54,not_living_partner,dog,5,7
43,20,20,20,female,35_44,living_partner,dog,5,5
44,22,22,12,female,55_64,not_living_partner,cat,3,5
46,21,20,16,female,65_70,living_partner,cat,3,7
46,20,20,14,female,55_64,not_living_partner,cat,8,7
47,16,17,26,female,35_44,not_living_partner,dog,8,8
48,20,21,21,female,55_64,not_living_partner,cat,4,4
39,22,23,16,female,70_over,not_living_partner,cat,3,3
38,21,21,14,female,55_64,not_living_partner,cat,3,5
43,20,22,13,female,70_over,living_partner,cat,3,3
47,20,21,17,female,35_44,living_partner,cat,3,3
48,19,18,24,female,18_24,not_living_partner,dog,3,6
46,23,22,16,female,45_54,living_partner,dog,3,3
47,20,20,19,female,35_44,not_living_partner,cat,4,4
48,21,21,20,female,25_34,living_partner,dog,3,3
48,21,23,17,male,35_44,living_partner,dog,3,3
47,18,20,18,female,45_54,living_partner,cat,8,8
42,18,17,23,female,70_over,living_partner,dog,3,4
48,21,22,13,female,55_64,living_partner,dog,3,3
48,21,22,13,female,35_44,living_partner,cat,3,3
36,19,22,21,male,45_54,living_partner,dog,6,6
46,22,21,21,female,55_64,living_partner,dog,8,9
47,20,21,15,female,45_54,living_partner,dog,4,4
47,20,20,9,female,45_54,not_living_partner,cat,8,3
47,21,19,19,female,35_44,living_partner,dog,3,4
48,22,19,17,female,35_44,living_partner,dog,3,6
46,21,19,15,female,55_64,living_partner,dog,3,3
45,25,25,23,female,65_70,living_partner,dog,6,6
48,22,22,17,female,55_64,not_living_partner,dog,6,7
48,19,20,11,male,45_54,living_partner,cat,3,4
12,21,20,23,female,45_54,living_partner,dog,3,8
45,22,21,19,female,55_64,living_partner,cat,3,7
40,21,20,16,female,45_54,living_partner,cat,5,5
42,22,22,15,female,70_over,not_living_partner,cat,6,5
48,19,19,17,female,65_70,living_partner,dog,3,7
43,21,22,19,female,55_64,living_partner,dog,5,7
37,18,24,16,female,55_64,living_partner,cat,5,3
48,22,22,26,female,45_54,not_living_partner,dog,3,8
38,21,19,24,female,25_34,living_partner,dog,3,4
41,17,19,14,male,35_44,living_partner,other,7,9
48,22,22,18,female,70_over,not_living_partner,dog,5,5
47,23,21,18,female,45_54,living_partner,dog,4,4
48,20,20,21,female,25_34,living_partner,cat,3,3
45,21,19,18,female,70_over,not_living_partner,cat,4,6
47,22,20,22,female,70_over,living_partner,dog,3,4
48,20,19,18,female,70_over,not_living_partner,dog,3,4
48,19,20,15,female,55_64,not_living_partner,dog,3,3
47,19,18,22,female,45_54,living_partner,dog,6,7
38,20,22,23,female,45_54,living_partner,dog,4,5
48,20,21,19,female,55_64,living_partner,dog,7,5
37,29,27,15,female,45_54,not_living_partner,dog,5,5
45,19,23,18,female,45_54,living_partner,dog,6,4
12,20,20,14,female,55_64,not_living_partner,cat,4,4
39,20,20,21,female,45_54,not_living_partner,cat,4,5
46,21,21,18,female,55_64,living_partner,dog,3,3
48,20,21,14,female,35_44,living_partner,dog,3,3
48,19,20,23,female,55_64,not_living_partner,cat,9,9
47,19,19,19,female,25_34,not_living_partner,dog,6,8
48,22,23,16,female,70_over,living_partner,dog,3,4
48,19,22,16,female,45_54,not_living_partner,cat,5,3
48,17,20,20,female,55_64,not_living_partner,dog,6,7
39,21,23,21,female,35_44,not_living_partner,cat,6,6
43,23,21,14,female,35_44,living_partner,dog,3,3
45,22,21,16,female,65_70,not_living_partner,dog,4,4
30,20,18,19,female,35_44,living_partner,dog,3,3
45,24,24,15,female,55_64,not_living_partner,cat,3,3
42,21,21,11,female,55_64,living_partner,cat,3,5
38,12,12,24,male,25_34,living_partner,cat,8,8
34,24,23,16,female,45_54,living_partner,dog,3,3
37,25,22,21,male,65_70,living_partner,dog,3,3
40,22,23,22,male,70_over,living_partner,dog,3,5
46,20,22,17,male,35_44,living_partner,dog,3,3
44,21,22,13,female,55_64,living_partner,dog,3,3
45,22,20,15,male,65_70,not_living_partner,dog,3,7
46,21,21,21,male,25_34,living_partner,dog,5,7
48,23,23,21,male,70_over,not_living_partner,cat,6,7
44,22,21,14,male,55_64,living_partner,dog,3,4
29,20,22,15,male,35_44,not_living_partner,bird,4,3
36,22,22,17,male,45_54,living_partner,dog,3,3
41,20,21,22,female,35_44,not_living_partner,cat,4,5
44,22,22,17,female,45_54,not_living_partner,dog,3,3
48,24,22,15,female,35_44,living_partner,dog,4,5
48,21,21,21,female,45_54,living_partner,dog,6,5
45,22,19,8,male,65_70,living_partner,dog,3,3
40,17,19,15,male,45_54,not_living_partner,dog,4,7
45,18,21,22,female,35_44,living_partner,dog,3,3
48,20,20,21,male,45_54,living_partner,dog,5,5
48,22,22,18,female,55_64,living_partner,dog,3,3
47,24,16,20,male,55_64,living_partner,dog,3,7
38,22,22,18,female,45_54,living_partner,dog,3,6
48,20,19,10,male,55_64,not_living_partner,dog,3,3
48,19,19,12,female,35_44,living_partner,cat,4,4
43,21,20,21,male,45_54,not_living_partner,cat,3,4
48,20,20,18,female,55_64,living_partner,dog,6,3
44,25,24,23,male,45_54,not_living_partner,dog,6,6
44,20,23,22,female,55_64,living_partner,dog,3,4
43,18,20,10,female,45_54,living_partner,dog,3,3
41,21,23,19,male,70_over,not_living_partner,fish,6,8
46,20,18,22,female,35_44,living_partner,cat,4,8
37,22,21,19,male,55_64,not_living_partner,cat,6,5
42,21,23,19,male,35_44,living_partner,cat,6,4
44,22,22,28,male,55_64,living_partner,dog,6,8
48,22,21,13,male,55_64,living_partner,dog,3,3
48,21,21,10,male,55_64,living_partner,cat,4,6
48,23,20,19,male,45_54,not_living_partner,dog,6,4
42,23,21,23,male,45_54,living_partner,dog,3,3
12,20,20,17,female,65_70,living_partner,dog,4,4
48,20,19,23,female,65_70,not_living_partner,dog,3,9
43,22,21,15,male,55_64,living_partner,dog,3,3
48,17,23,27,male,55_64,living_partner,dog,3,3
36,22,20,14,male,55_64,living_partner,dog,3,3
48,20,20,15,female,55_64,living_partner,dog,3,3
48,19,21,22,male,55_64,living_partner,dog,6,5
34,18,21,14,male,45_54,living_partner,cat,6,3
47,21,24,17,male,55_64,not_living_partner,dog,5,4
38,22,21,13,male,65_70,living_partner,cat,3,3
48,20,20,24,female,45_54,not_living_partner,dog,3,9
40,23,20,20,male,65_70,not_living_partner,dog,6,6
45,23,22,20,male,70_over,living_partner,dog,3,6
45,22,23,21,female,45_54,living_partner,dog,6,6
37,23,20,19,female,45_54,not_living_partner,dog,7,8
47,22,22,18,male,55_64,not_living_partner,dog,4,4
48,20,18,21,male,55_64,living_partner,cat,7,9
47,21,21,13,female,55_64,living_partner,dog,3,4
47,18,21,17,female,55_64,living_partner,dog,3,6
48,26,21,19,female,55_64,living_partner,dog,6,7
48,22,21,11,male,70_over,living_partner,dog,3,3
44,19,20,15,female,45_54,not_living_partner,dog,3,4
44,22,18,23,female,35_44,living_partner,dog,7,7
48,21,21,19,female,65_70,living_partner,dog,4,4
48,21,20,8,female,70_over,living_partner,dog,3,4
48,23,20,17,female,70_over,living_partner,dog,3,4
48,22,23,19,female,55_64,living_partner,dog,3,7
46,23,17,18,female,25_34,living_partner,dog,3,4
41,14,17,23,female,18_24,not_living_partner,dog,5,8
48,20,21,18,female,55_64,living_partner,dog,3,6
48,23,20,17,female,35_44,not_living_partner,dog,3,3
46,22,23,21,female,25_34,not_living_partner,dog,6,8
48,20,19,12,female,35_44,living_partner,dog,6,3
48,22,22,14,female,25_34,not_living_partner,dog,3,4
45,21,22,11,female,35_44,living_partner,dog,3,5
39,21,20,23,male,65_70,not_living_partner,dog,6,7
40,23,25,20,male,55_64,living_partner,dog,6,5
38,20,17,24,another,25_34,not_living_partner,cat,3,7
48,17,15,27,male,18_24,living_partner,cat,7,6
48,20,15,28,female,18_24,not_living_partner,dog,3,7
48,21,16,30,female,45_54,not_living_partner,dog,7,8
40,16,16,22,male,18_24,living_partner,dog,4,6
40,22,22,11,female,65_70,not_living_partner,dog,5,6
48,20,19,19,female,55_64,living_partner,dog,6,8
43,21,22,21,female,55_64,not_living_partner,dog,3,6
48,22,21,17,female,55_64,living_partner,dog,3,3
48,21,22,15,female,55_64,living_partner,dog,4,4
46,22,20,19,male,45_54,living_partner,dog,3,3
40,22,22,23,female,55_64,not_living_partner,dog,7,9
12,20,21,22,female,55_64,living_partner,dog,4,8
12,18,19,16,male,55_64,living_partner,dog,3,6
48,18,22,27,female,45_54,not_living_partner,dog,6,9
48,19,18,23,female,25_34,living_partner,dog,3,9
48,20,21,9,female,70_over,not_living_partner,dog,3,6
46,17,18,21,female,55_64,not_living_partner,dog,4,8
48,23,22,17,male,55_64,not_living_partner,dog,3,3
47,22,22,9,female,45_54,living_partner,dog,3,5
48,18,19,15,female,35_44,living_partner,dog,4,4
36,22,22,9,male,45_54,living_partner,dog,3,3
12,22,19,25,female,70_over,living_partner,dog,3,5
35,22,22,12,male,55_64,living_partner,dog,3,3
48,18,17,19,female,45_54,living_partner,dog,4,7
48,22,26,18,male,70_over,not_living_partner,dog,6,6
46,23,21,18,male,45_54,living_partner,dog,4,4
48,21,20,10,male,55_64,not_living_partner,dog,3,5
46,22,22,22,female,35_44,living_partner,dog,5,4
48,20,20,21,female,55_64,living_partner,dog,3,6
47,19,21,23,female,45_54,living_partner,dog,8,8
46,17,20,15,female,55_64,living_partner,dog,3,5
47,23,23,18,female,45_54,living_partner,dog,3,4
47,22,24,17,female,45_54,not_living_partner,dog,6,6
47,23,22,15,female,45_54,living_partner,dog,3,3
37,23,21,22,male,55_64,living_partner,dog,4,7
15,26,19,19,female,45_54,living_partner,dog,3,7
43,21,21,20,female,65_70,living_partner,dog,4,8
48,20,21,16,female,45_54,living_partner,dog,4,6
40,22,20,16,female,65_70,living_partner,cat,3,9
47,17,15,21,female,18_24,not_living_partner,dog,3,3
30,17,21,15,male,55_64,living_partner,cat,5,3
48,20,18,22,female,45_54,living_partner,dog,7,7
47,22,20,17,female,55_64,living_partner,dog,3,5
47,16,20,14,female,45_54,not_living_partner,dog,6,3
32,22,21,24,male,45_54,not_living_partner,dog,4,4
44,21,20,13,female,55_64,living_partner,dog,4,3
43,19,20,17,male,55_64,living_partner,dog,4,5
48,21,21,16,female,55_64,living_partner,dog,3,6
34,21,21,24,female,55_64,living_partner,dog,4,8
48,21,22,19,female,55_64,not_living_partner,dog,3,3
38,22,18,17,female,45_54,living_partner,cat,7,7
45,19,21,15,female,25_34,living_partner,dog,3,4
48,23,22,13,female,70_over,not_living_partner,dog,6,6
45,23,20,20,female,45_54,living_partner,dog,4,4
35,20,20,25,female,45_54,not_living_partner,dog,5,7
48,22,21,21,female,25_34,living_partner,cat,5,7
48,21,21,10,male,65_70,living_partner,dog,3,4
39,25,26,21,female,35_44,living_partner,dog,3,6
48,21,22,14,male,70_over,not_living_partner,dog,3,3
48,15,19,17,female,25_34,living_partner,dog,7,6
47,24,23,15,female,55_64,living_partner,dog,5,4
48,26,22,15,female,45_54,living_partner,dog,3,4
12,17,18,17,male,35_44,not_living_partner,cat,4,7
48,20,21,17,female,70_over,living_partner,dog,3,9
48,17,20,18,female,65_70,living_partner,dog,3,7
24,21,21,26,female,45_54,living_partner,dog,5,7
36,23,19,14,female,45_54,not_living_partner,cat,5,5
48,21,21,13,female,55_64,living_partner,dog,4,4
42,22,22,16,female,35_44,living_partner,dog,3,3
44,19,21,21,female,45_54,not_living_partner,dog,7,7
46,19,19,17,male,35_44,not_living_partner,dog,6,5
47,25,21,14,male,55_64,living_partner,dog,4,6
46,20,20,21,female,70_over,not_living_partner,dog,5,7
38,21,20,23,male,55_64,not_living_partner,cat,6,6
47,22,20,14,female,45_54,living_partner,other,3,3
48,20,24,26,male,55_64,not_living_partner,dog,5,3
40,16,20,16,male,35_44,living_partner,dog,4,5
46,20,23,18,male,55_64,not_living_partner,dog,4,6
38,23,23,15,male,55_64,living_partner,dog,9,9
48,22,23,20,male,70_over,living_partner,dog,6,7
47,24,20,20,female,45_54,not_living_partner,dog,3,5
44,21,21,25,female,45_54,living_partner,cat,6,9
36,20,24,22,male,55_64,not_living_partner,cat,3,4
43,20,20,17,male,35_44,living_partner,dog,3,4
44,16,15,32,pref_not_say,45_54,not_living_partner,cat,9,7
46,19,18,23,female,35_44,living_partner,dog,5,6
48,20,22,19,male,45_54,living_partner,dog,9,8
47,19,19,15,female,55_64,living_partner,cat,4,4
48,16,18,20,male,45_54,living_partner,dog,5,4
48,23,20,14,male,55_64,living_partner,dog,3,3
48,24,23,18,male,55_64,living_partner,dog,3,4
48,22,18,25,female,45_54,living_partner,dog,3,8
32,18,18,15,male,45_54,living_partner,dog,3,3
44,22,22,14,female,45_54,living_partner,dog,3,3
44,22,21,12,female,35_44,living_partner,dog,4,6
48,20,20,22,male,45_54,not_living_partner,dog,4,4
26,19,19,26,male,65_70,living_partner,dog,6,6
39,20,21,21,male,45_54,not_living_partner,dog,3,6
37,23,22,21,male,55_64,living_partner,dog,3,4
48,18,19,15,female,18_24,living_partner,dog,6,6
44,20,19,24,male,55_64,not_living_partner,dog,9,9
48,21,20,8,male,65_70,not_living_partner,dog,3,3
35,21,24,19,male,65_70,living_partner,dog,3,3
48,23,22,19,male,35_44,living_partner,dog,3,3
40,22,21,23,male,70_over,living_partner,dog,3,5
45,22,21,14,male,55_64,not_living_partner,dog,3,6
48,23,20,13,female,45_54,not_living_partner,cat,3,3
37,24,22,22,male,45_54,living_partner,cat,3,6
41,18,20,18,male,55_64,not_living_partner,dog,8,5
48,19,19,18,male,35_44,living_partner,cat,4,4
45,20,20,18,female,55_64,not_living_partner,cat,3,3
47,22,22,14,female,55_64,not_living_partner,dog,3,3
46,20,20,14,female,45_54,not_living_partner,dog,3,6
45,21,23,15,male,55_64,living_partner,dog,5,5
39,22,21,16,male,65_70,living_partner,dog,5,6
48,21,21,18,male,55_64,living_partner,dog,3,4
42,21,21,9,male,55_64,not_living_partner,dog,9,6
40,20,19,12,female,45_54,living_partner,dog,3,3
44,22,22,16,female,65_70,not_living_partner,cat,3,4
43,21,22,27,male,65_70,living_partner,dog,8,7
44,22,18,17,male,55_64,living_partner,dog,3,3
48,19,19,13,male,65_70,not_living_partner,dog,6,6
48,22,23,21,male,45_54,not_living_partner,cat,9,9
48,30,22,20,female,45_54,living_partner,dog,3,6
43,23,21,23,male,45_54,not_living_partner,cat,6,6
48,24,24,16,male,65_70,not_living_partner,dog,8,6
43,21,21,11,female,55_64,not_living_partner,dog,3,3
46,21,20,20,female,18_24,not_living_partner,dog,4,5
48,22,20,21,male,55_64,living_partner,cat,6,6
46,20,19,14,female,55_64,living_partner,cat,3,6
39,21,21,11,male,65_70,living_partner,dog,3,3
46,20,20,14,male,55_64,living_partner,dog,3,3
38,21,23,21,male,65_70,living_partner,dog,5,7
48,24,22,18,male,55_64,living_partner,dog,4,4
42,21,21,23,male,55_64,not_living_partner,dog,6,6
46,18,20,19,male,55_64,not_living_partner,dog,3,8
48,22,22,21,male,45_54,not_living_partner,dog,5,5
46,22,25,22,male,55_64,living_partner,dog,3,4
32,23,24,20,male,65_70,living_partner,dog,6,6
48,14,14,22,male,55_64,not_living_partner,dog,6,6
41,20,19,18,male,45_54,not_living_partner,cat,6,8
48,19,21,19,female,55_64,not_living_partner,dog,3,7
43,22,23,11,female,65_70,living_partner,dog,3,3
46,24,21,13,male,45_54,living_partner,dog,3,3
47,21,18,20,male,25_34,not_living_partner,dog,6,7
43,19,19,13,female,25_34,not_living_partner,dog,5,6
44,21,21,18,female,45_54,not_living_partner,dog,3,5
43,16,16,20,female,18_24,living_partner,dog,9,9
32,22,22,14,female,45_54,living_partner,dog,3,3
31,17,18,27,female,18_24,not_living_partner,cat,7,9
43,26,22,20,female,45_54,living_partner,dog,6,5
48,18,19,14,female,55_64,living_partner,dog,3,3
46,23,23,17,female,65_70,living_partner,dog,4,5
40,25,24,11,female,45_54,living_partner,cat,3,5
48,20,19,18,male,35_44,living_partner,dog,3,6
48,23,20,15,male,55_64,not_living_partner,dog,7,8
43,26,26,15,female,18_24,living_partner,small,5,8
48,23,19,23,male,55_64,living_partner,cat,4,6
45,21,21,24,female,55_64,not_living_partner,dog,3,7
38,24,22,23,female,25_34,not_living_partner,small,3,6
47,19,20,13,male,55_64,living_partner,dog,3,3
